destinatario_id,tipo,documento,uf,cidade
698,PF,95468175012,SP,São Paulo
699,PF,88981953358,SC,Blumenau
700,PF,66517925352,MG,Contagem
701,PJ,67316386179908,RS,Porto Alegre
702,PJ,44075893443069,CE,Juazeiro do Norte
703,PF,99437024049,SP,São Paulo
704,PJ,35731522005640,CE,Sobral
705,PF,06893930128,MG,Belo Horizonte
706,PF,91287251028,PE,Olinda
707,PF,23482549619,PR,Maringá
708,PF,83018695040,RS,Pelotas
709,PF,49985043916,SP,São Paulo
710,PF,98424880616,MG,Belo Horizonte
711,PJ,06877090373178,PE,Recife
712,PF,88475954028,RJ,Duque de Caxias
713,PF,83974493658,RJ,Duque de Caxias
714,PF,55826078315,PR,Maringá
715,PF,91464439524,PR,Curitiba
716,PJ,56027132595278,DF,Brasília
717,PF,47577065159,CE,Sobral
718,PF,43413765713,SP,São Paulo
719,PF,06278930139,DF,Ceilândia
720,PJ,73997399027377,GO,Rio Verde
721,PF,24364676533,MG,Uberlândia
722,PF,46406763785,PR,Maringá
723,PJ,83467658794504,BA,Feira de Santana
724,PF,93951450959,DF,Brasília
725,PF,53033538825,MG,Contagem
726,PF,23854042043,SC,Joinville
727,PF,21493560755,GO,Goiânia
728,PJ,17544239524048,GO,Anápolis
729,PF,98460656061,MG,Contagem
730,PF,14010577600,MG,Belo Horizonte
731,PF,83026777993,MG,Belo Horizonte
732,PF,74053487798,RS,Pelotas
733,PF,57667511153,DF,Taguatinga
734,PJ,65102006864028,RJ,Niterói
735,PF,13185889266,SP,Campinas
736,PF,75313402673,DF,Brasília
737,PF,05704049173,BA,Ilhéus
738,PF,40472185936,BA,Feira de Santana
739,PF,89097788598,SP,Santos
740,PF,71733124021,RS,Porto Alegre
741,PF,69387044998,DF,Ceilândia
742,PF,84980725309,CE,Juazeiro do Norte
743,PF,75506205363,PE,Caruaru
744,PF,85339877240,RS,Porto Alegre
745,PJ,13164398404652,DF,Ceilândia
746,PF,18979911760,RJ,Niterói
747,PF,50910388795,CE,Sobral
748,PF,54441934190,CE,Fortaleza
749,PF,20811591873,RS,Porto Alegre
750,PJ,04184530465012,SC,Florianópolis
751,PF,33553385344,SC,Florianópolis
752,PF,59163374981,DF,Ceilândia
753,PF,81686034877,SC,Blumenau
754,PF,38579536548,PE,Olinda
755,PF,53350561238,BA,Salvador
756,PF,15902342630,RJ,Duque de Caxias
757,PJ,95077637950338,PR,Maringá
758,PJ,33263651998474,SP,Campinas
759,PF,87325596686,CE,Fortaleza
760,PF,88533854110,RJ,Rio de Janeiro
761,PF,33749498276,PE,Olinda
762,PF,97486535355,BA,Feira de Santana
763,PF,77095214364,RJ,Duque de Caxias
764,PJ,12914983659710,RS,Caxias do Sul
765,PF,93472529421,DF,Taguatinga
766,PF,80779371623,RS,Pelotas
767,PF,50013236915,CE,Fortaleza
768,PF,35723386514,DF,Taguatinga
769,PJ,77245082703799,DF,Taguatinga
770,PF,88828385017,GO,Goiânia
771,PF,33824703051,RJ,Niterói
772,PJ,35265651233786,RJ,Rio de Janeiro
773,PF,40634279813,BA,Salvador
774,PF,57015355864,SP,Santos
775,PF,33632646550,GO,Rio Verde
776,PF,24305098993,GO,Rio Verde
777,PF,47186056356,RS,Caxias do Sul
778,PF,56055232553,RJ,Niterói
779,PF,11401607949,PR,Londrina
780,PF,05985700862,GO,Rio Verde
781,PF,32943729858,GO,Goiânia
782,PF,18940919025,SC,
783,PJ,02053399426809,PR,Londrina
784,PF,25889447806,GO,Rio Verde
785,PF,44165876578,CE,Sobral
786,PF,51657401741,SC,Joinville
787,PF,27414191199,SC,Joinville
788,PJ,81511162303044,BA,Feira de Santana
789,PF,52367649316,RJ,Niterói
790,PJ,10969968781125,DF,Brasília
791,PF,63353911902,SP,Campinas
792,PF,83875027698,PR,Curitiba
793,PF,80490161405,RS,Porto Alegre
794,PF,50127109802,RS,Porto Alegre
795,PF,79975091951,GO,Rio Verde
796,PF,63259043039,MG,
797,PF,76452426138,DF,Taguatinga
798,PF,66401777273,RS,Caxias do Sul
799,PF,34899826826,CE,Juazeiro do Norte
800,PF,49603769109,DF,Brasília
801,PF,83030008980,SC,Florianópolis
802,PF,16892842787,RS,Caxias do Sul
803,PF,50481431272,RJ,Rio de Janeiro
804,PF,32823105031,PR,Maringá
805,PJ,32305088283088,CE,Fortaleza
806,PJ,21144775599278,CE,Juazeiro do Norte
807,PF,41167198044,PE,Caruaru
808,PJ,65467960373917,RS,Porto Alegre
809,PF,31641700784,DF,Taguatinga
810,PF,58026674053,RJ,Rio de Janeiro
811,PF,13157586420,MG,Belo Horizonte
812,PF,82548650558,SC,Florianópolis
813,PF,27072170253,PE,Recife
814,PJ,01730501507225,RS,Caxias do Sul
815,PJ,64052809975823,PR,Curitiba
816,PF,42426834288,SP,Campinas
817,PF,59996209896,DF,Brasília
818,PF,09162105999,RS,Pelotas
819,PF,48336024570,RJ,Rio de Janeiro
820,PF,88930384518,PR,Curitiba
821,PF,16139926382,MG,Contagem
822,PF,63667201002,CE,Fortaleza
823,PF,17345004796,SC,Joinville
824,PF,16746289570,PR,Maringá
825,PF,04591371112,SC,Florianópolis
826,PF,27645168438,SC,Joinville
827,PF,24280779799,SC,Blumenau
828,PF,73464943021,SC,Joinville
829,PJ,85947161093314,BA,Feira de Santana
830,PJ,61044439995100,MG,Contagem
831,PF,79443317932,GO,Goiânia
832,PF,28389068143,DF,Taguatinga
833,PF,57798917775,CE,Juazeiro do Norte
834,PF,05089592704,RJ,Duque de Caxias
835,PF,62905140698,CE,Sobral
836,PF,36414455980,PE,Recife
837,PF,46452105988,CE,Sobral
838,PF,45769863215,BA,Salvador
839,PF,44010043531,MG,Contagem
840,PJ,02672957051266,DF,Brasília
841,PF,53879410383,DF,Taguatinga
842,PF,42778132561,SP,Campinas
843,PF,76877073936,RJ,Niterói
844,PJ,55151656328546,CE,Fortaleza
845,PF,32622799279,PR,Curitiba
846,PF,28053619866,BA,Feira de Santana
847,PF,53341481904,PE,Recife
848,PF,00583005495,PE,Recife
849,PF,58974316605,SP,Campinas
850,PF,70093456590,PR,Curitiba
851,PJ,53867314655386,BA,Feira de Santana
852,PJ,64063756820841,RJ,Rio de Janeiro
853,PF,32228803346,RJ,Duque de Caxias
854,PF,84018458957,RJ,Rio de Janeiro
855,PJ,50404768717501,GO,Goiânia
856,PF,95430867453,SC,Joinville
857,PF,51580513731,GO,Rio Verde
858,PF,27639481668,MG,Uberlândia
859,PF,25279743877,PR,Maringá
860,PJ,64725839157197,SP,São Paulo
861,PF,04324647466,PR,Maringá
862,PF,79856800087,RS,Caxias do Sul
863,PF,67770779047,SC,Blumenau
864,PF,99843898782,SC,Joinville
865,PF,99062638250,MG,Contagem
866,PJ,03317650300690,MG,Contagem
867,PF,86169505466,CE,Juazeiro do Norte
868,PF,21869375341,SC,Blumenau
869,PF,17422572354,RJ,Rio de Janeiro
870,PF,85422217125,MG,Belo Horizonte
871,PF,68587824530,PR,Curitiba
872,PF,45389569107,BA,Salvador
873,PJ,00855122157530,RJ,Duque de Caxias
874,PF,81542812329,SC,Joinville
875,PF,39987421778,RS,Caxias do Sul
876,PJ,33360104355368,MG,Contagem
877,PF,07216300763,BA,Salvador
878,PF,93990541845,SP,São Paulo
879,PF,28300731844,PR,Londrina
880,PF,42906482629,MG,Contagem
881,PJ,75175310136265,GO,Rio Verde
882,PF,84553851420,RJ,Rio de Janeiro
883,PF,54181642361,GO,Goiânia
884,PJ,05019319702188,MG,Contagem
885,PF,08803170439,DF,Ceilândia
886,PF,21059624774,RS,Caxias do Sul
887,PF,48294290013,BA,Salvador
888,PF,46558394794,BA,Salvador
889,PF,67486633920,RS,Porto Alegre
890,PF,81111049149,MG,Uberlândia
891,PF,07218615008,SC,Florianópolis
892,PF,62371409692,SP,São Paulo
893,PF,42472737791,DF,Taguatinga
894,PF,43732218515,PR,Maringá
895,PJ,98425979918243,DF,Taguatinga
896,PF,50366958000,GO,Anápolis
897,PJ,24728523474903,PR,Maringá
898,PF,95774130838,MG,Uberlândia
899,PF,23002724383,GO,Anápolis
900,PF,30047956779,RS,Porto Alegre
901,PF,12925900785,CE,Fortaleza
902,PF,32812179213,PE,Caruaru
903,PF,97161397252,RS,Caxias do Sul
904,PJ,00831929741312,RJ,Niterói
905,PJ,33997596663914,SC,Joinville
906,PF,16974708958,BA,Ilhéus
907,PF,58604426889,BA,Salvador
908,PJ,25584702775935,PE,Recife
909,PF,37782599228,MG,Uberlândia
910,PJ,96640252765008,PR,Londrina
911,PF,69533470416,PE,Recife
912,PF,39452125954,DF,Taguatinga
913,PF,62957239937,DF,Ceilândia
914,PF,79156671436,RS,Caxias do Sul
915,PF,29933895629,RS,Caxias do Sul
916,PF,60543203955,CE,Sobral
917,PF,53315550415,MG,Belo Horizonte
918,PF,40096243015,CE,Juazeiro do Norte
919,PF,17078630733,CE,Juazeiro do Norte
920,PF,39349154356,DF,Brasília
921,PJ,34680774632937,RS,Porto Alegre
922,PF,47738684777,SP,Santos
923,PF,86411169421,DF,Brasília
924,PF,39989102318,RS,Porto Alegre
925,PF,39523147511,CE,Fortaleza
926,PF,88977633674,SP,São Paulo
927,PF,97831971892,SP,Santos
928,PF,01518239452,PE,Recife
929,PJ,14595940425546,DF,Taguatinga
930,PJ,37846386583716,DF,Taguatinga
931,PJ,59779350217775,CE,Juazeiro do Norte
932,PF,20411631653,PR,Maringá
933,PF,00720953103,PE,Caruaru
934,PF,19014031566,DF,Brasília
935,PJ,52603507490267,MG,Belo Horizonte
936,PF,76881171266,RJ,Rio de Janeiro
937,PJ,02157702514717,SC,Blumenau
938,PF,18214188540,DF,Ceilândia
939,PF,11228692908,CE,Sobral
940,PF,53112892195,PE,Recife
941,PF,56095569297,GO,Goiânia
942,PF,02012465286,RJ,Rio de Janeiro
943,PF,75831073711,RJ,Rio de Janeiro
944,PJ,54600689632260,MG,Uberlândia
945,PJ,60373408881384,RS,Pelotas
946,PF,96816941400,PE,Caruaru
947,PJ,45369592538601,RJ,Rio de Janeiro
948,PF,10398985966,PE,Caruaru
949,PF,78747189015,BA,Ilhéus
950,PF,27165060960,BA,Salvador
951,PF,08978131351,SP,Santos
952,PF,54076957724,RJ,Rio de Janeiro
953,PF,86274343874,CE,Fortaleza
954,PF,04336248762,DF,Ceilândia
955,PF,07282613155,RS,Porto Alegre
956,PJ,91987903875666,PR,Londrina
957,PF,19753378787,CE,Juazeiro do Norte
958,PF,55365401490,RS,Caxias do Sul
959,PF,21201821173,RJ,Duque de Caxias
960,PJ,35719844424481,MG,Uberlândia
961,PJ,88036232565155,PE,Olinda
962,PF,18133558432,BA,
963,PF,04265662975,RS,
964,PJ,50396200182954,PE,Recife
965,PF,10245455498,RJ,Duque de Caxias
966,PF,58989574927,MG,Belo Horizonte
967,PF,76986863305,GO,Rio Verde
968,PJ,06203648976412,RJ,Rio de Janeiro
969,PF,72539468241,SC,Joinville
970,PF,85305180714,DF,Taguatinga
971,PF,67658061643,DF,Taguatinga
972,PF,07001820430,PE,Olinda
973,PJ,93001057402728,DF,Brasília
974,PF,09715158626,MG,Contagem
975,PF,11065206968,DF,Ceilândia
976,PF,92373718087,CE,Juazeiro do Norte
977,PF,49016632972,PE,Olinda
978,PF,04944139324,CE,Juazeiro do Norte
979,PF,00358503206,BA,Ilhéus
980,PJ,45085141933492,BA,Feira de Santana
981,PF,53604695247,PE,Caruaru
982,PF,77922312434,PE,Caruaru
983,PF,98069681278,MG,Contagem
984,PF,45054979726,PE,Recife
985,PJ,72751996510669,MG,Contagem
986,PF,08165543347,GO,Goiânia
987,PF,27714025938,MG,Belo Horizonte
988,PF,80782288021,MG,Uberlândia
989,PF,67885047183,PR,Londrina
990,PF,07279956688,CE,Juazeiro do Norte
991,PF,12678525875,SC,Blumenau
992,PF,08669471767,PE,Recife
993,PF,55423451107,MG,Contagem
994,PF,46916327199,PE,Recife
995,PF,11173488487,RS,Porto Alegre
996,PF,79915846251,CE,Sobral
997,PF,53670870915,RS,Caxias do Sul
998,PF,94671033110,PE,Recife
999,PF,62595685097,SP,Santos
1000,PF,16535101567,BA,Salvador
1001,PJ,33812750169787,CE,Fortaleza
1002,PF,32569203136,GO,Anápolis
1003,PF,21328413292,GO,Anápolis
1004,PF,49007100569,CE,Sobral
1005,PJ,55339442950238,MG,Uberlândia
1006,PJ,23885395812645,GO,Goiânia
1007,PF,80332216470,DF,Brasília
1008,PJ,93771644775146,SC,Florianópolis
1009,PF,15300603163,DF,Brasília
1010,PF,45367292836,GO,Rio Verde
1011,PF,49701944213,RJ,Duque de Caxias
1012,PF,71276010118,RS,Porto Alegre
1013,PF,86167075398,SC,Blumenau
1014,PF,97420381916,GO,Rio Verde
1015,PF,44129188577,DF,Ceilândia
1016,PF,68229672690,SP,Santos
1017,PF,92975314733,PE,Caruaru
1018,PJ,95975755362214,CE,Sobral
1019,PF,62302515124,CE,Juazeiro do Norte
1020,PF,15915183487,MG,Belo Horizonte
1021,PF,72063820822,MG,Contagem
1022,PF,07969046214,RJ,Niterói
1023,PF,15951942283,PR,Curitiba
1024,PF,46656169688,PE,Caruaru
1025,PF,50079041880,GO,Goiânia
1026,PF,10290533551,BA,Salvador
1027,PF,39701660496,PE,Caruaru
1028,PF,58198785351,RJ,Duque de Caxias
1029,PF,36518909784,SP,Santos
1030,PF,61094358431,DF,Ceilândia
1031,PF,96165052915,PE,Caruaru
1032,PJ,30269093110580,CE,Fortaleza
1033,PF,55909040994,CE,Juazeiro do Norte
1034,PF,86798266844,PR,Londrina
1035,PF,61837856132,DF,Brasília
1036,PF,78848938850,GO,Anápolis
1037,PF,65569454518,RJ,Duque de Caxias
1038,PF,02406435660,BA,Feira de Santana
1039,PJ,36440841920362,CE,Sobral
1040,PF,51696105204,PE,Caruaru
1041,PF,30877246752,SC,Florianópolis
1042,PJ,97349053599730,PR,Curitiba
1043,PF,75380669126,MG,Belo Horizonte
1044,PF,46556212132,PE,Recife
1045,PF,22450515824,SP,Santos
1046,PJ,01202110133949,SC,Blumenau
1047,PF,35698716227,DF,Ceilândia
1048,PF,70926169619,BA,Salvador
1049,PF,40012864451,SC,Florianópolis
1050,PF,63081042754,PE,Olinda
1051,PF,97320338740,PE,Caruaru
1052,PF,89655387369,RJ,Duque de Caxias
1053,PF,38025126763,GO,Rio Verde
1054,PF,56388403817,RJ,Niterói
1055,PF,10895788532,DF,Ceilândia
1056,PF,55688351697,RJ,Niterói
1057,PF,32658986533,PR,Londrina
1058,PF,94799436799,CE,Sobral
1059,PJ,98217117185112,RS,Porto Alegre
1060,PJ,19392460917317,PR,Curitiba
1061,PF,01027743920,CE,Fortaleza
1062,PJ,10543272062731,RJ,Niterói
1063,PF,66807348963,PE,Caruaru
1064,PF,91982194697,DF,Ceilândia
1065,PJ,83414631369364,MG,Uberlândia
1066,PF,00747606509,BA,Ilhéus
1067,PF,12931023801,CE,Fortaleza
1068,PF,96476215386,CE,Sobral
1069,PF,50356721533,CE,Fortaleza
1070,PF,38355365855,PE,Olinda
1071,PJ,99446288623285,MG,Belo Horizonte
1072,PF,03324722934,SC,Blumenau
1073,PF,12267873654,SC,Florianópolis
1074,PF,51223936201,SP,Campinas
1075,PJ,53343908191174,SP,Campinas
1076,PF,68515029708,GO,Rio Verde
1077,PF,47330868954,SP,Santos
1078,PF,58341798727,PR,Londrina
1079,PF,19873896405,SP,Campinas
1080,PJ,64060278180183,RJ,Duque de Caxias
1081,PF,64397772018,PE,Recife
1082,PF,32476129979,RJ,Duque de Caxias
1083,PF,96916851430,BA,Ilhéus
1084,PJ,71202803373202,RS,Caxias do Sul
1085,PF,66586797449,SC,Joinville
1086,PF,28029774680,MG,Uberlândia
1087,PF,70544547075,CE,Sobral
1088,PF,51697212831,BA,Salvador
1089,PF,41141514362,GO,Anápolis
1090,PF,69339054758,DF,Brasília
1091,PJ,83608156542515,DF,Taguatinga
1092,PJ,67382822875315,RS,Caxias do Sul
1093,PJ,60332930251656,CE,Sobral
1094,PF,14586996129,DF,Brasília
1095,PF,37472195789,PE,Recife
1096,PF,01394363851,RJ,Niterói
1097,PJ,08472409238378,DF,Brasília
1098,PF,12414142185,MG,Contagem
1099,PF,12754533827,BA,Feira de Santana
1100,PJ,03233747108135,SP,Campinas
1101,PF,74045265776,PR,Maringá
1102,PF,72086761052,RJ,Rio de Janeiro
1103,PF,33386249974,CE,Fortaleza
1104,PF,55606771529,GO,Goiânia
1105,PF,19495399907,CE,Juazeiro do Norte
1106,PF,77958835564,RJ,Rio de Janeiro
1107,PF,29709594321,SC,Joinville
1108,PF,73761888821,MG,Belo Horizonte
1109,PJ,74016837752402,BA,Feira de Santana
1110,PF,98361456779,GO,Goiânia
1111,PF,23800685840,PR,Maringá
1112,PF,23864647659,SC,Joinville
1113,PF,77808212913,PE,Olinda
1114,PF,60561849517,CE,Juazeiro do Norte
1115,PF,95163273209,SC,Blumenau
1116,PF,26436286146,CE,Juazeiro do Norte
1117,PF,88953279838,PR,Curitiba
1118,PF,08452341587,SP,São Paulo
1119,PF,40276124063,RJ,Niterói
1120,PF,22140336734,GO,Goiânia
1121,PF,78728629113,GO,Goiânia
1122,PJ,07819956982788,DF,Taguatinga
1123,PJ,18735883750032,RS,Pelotas
1124,PF,64903423875,DF,Brasília
1125,PF,30819183226,SP,Campinas
1126,PF,34219436973,RJ,Duque de Caxias
1127,PJ,62033122934213,PR,Maringá
1128,PF,98053721049,PE,Caruaru
1129,PF,29597536630,RJ,Duque de Caxias
1130,PF,24817527153,BA,Feira de Santana
1131,PF,98002628658,SC,Florianópolis
1132,PF,38036335511,SP,São Paulo
1133,PF,16047448799,CE,Fortaleza
1134,PF,35899173549,RJ,Duque de Caxias
1135,PF,17291918037,CE,Fortaleza
1136,PF,08209312172,CE,Sobral
1137,PJ,09321034427339,RJ,Niterói
1138,PF,49431391816,MG,Belo Horizonte
1139,PF,23247253159,MG,Belo Horizonte
1140,PF,63481542643,GO,Rio Verde
1141,PF,07387680680,PR,Londrina
1142,PF,15069761861,SP,Campinas
1143,PF,14782689222,CE,Sobral
1144,PF,97006603864,PE,Caruaru
1145,PF,83423075778,DF,Ceilândia
1146,PF,77628059597,RS,Porto Alegre
1147,PF,21090411869,BA,Ilhéus
1148,PF,83132124229,DF,Ceilândia
1149,PF,82472109396,PE,Olinda
1150,PF,50763579980,SP,Campinas
1151,PF,30626087300,CE,Fortaleza
1152,PF,88436937496,BA,Salvador
1153,PF,84916078480,GO,Goiânia
1154,PJ,33423513175758,RS,Caxias do Sul
1155,PF,00686216646,GO,Rio Verde
1156,PF,58800042782,DF,Ceilândia
1157,PF,14856273527,SP,São Paulo
1158,PF,22391634948,SC,Joinville
1159,PF,80847124408,GO,Rio Verde
1160,PF,82087847940,SP,Campinas
1161,PJ,91517160507533,RS,Porto Alegre
1162,PF,53529296776,MG,Belo Horizonte
1163,PF,96266697701,RJ,Duque de Caxias
1164,PF,48347419529,GO,Rio Verde
1165,PF,87057929390,PR,Curitiba
1166,PF,54212224715,GO,Anápolis
1167,PF,18326760116,CE,Juazeiro do Norte
1168,PF,78316711517,BA,Salvador
1169,PF,70889021371,CE,Fortaleza
1170,PF,09058640564,PE,Recife
1171,PF,84560834762,PR,Maringá
1172,PF,65385397740,SP,São Paulo
1173,PF,08142195376,PR,Londrina
1174,PF,18465373615,RJ,Rio de Janeiro
1175,PF,27002660538,GO,Anápolis
1176,PF,35144917498,RS,Porto Alegre
1177,PF,22253896608,RS,Caxias do Sul
1178,PJ,01869761826771,MG,Belo Horizonte
1179,PF,38612253772,GO,Anápolis
1180,PF,05167806620,RJ,Rio de Janeiro
1181,PF,24175608352,PR,Maringá
1182,PF,26760839601,SP,São Paulo
1183,PF,14275694370,SC,Blumenau
1184,PF,28147355848,MG,Belo Horizonte
1185,PF,21062080183,SC,Florianópolis
1186,PF,01802468670,RJ,Duque de Caxias
1187,PF,46915363872,SC,Florianópolis
1188,PF,52512320535,BA,Feira de Santana
1189,PF,43462345984,DF,Taguatinga
1190,PF,94380382387,MG,Belo Horizonte
1191,PF,52052884758,CE,Sobral
1192,PF,42685709935,GO,Rio Verde
1193,PF,37551074803,MG,Belo Horizonte
1194,PF,86859636040,RS,Caxias do Sul
1195,PF,83136394701,CE,Fortaleza
1196,PJ,98967943195092,MG,Belo Horizonte
1197,PF,39908601964,MG,Uberlândia
1198,PF,38770915510,SC,Florianópolis
1199,PF,82272553513,PR,Londrina
1200,PF,27358026735,SC,Joinville
1201,PJ,41575305073210,SP,São Paulo
1202,PF,11742367398,CE,Sobral
1203,PF,33175937837,PR,Maringá
1204,PF,70638214856,SC,Blumenau
1205,PF,29701798779,RJ,Rio de Janeiro
1206,PF,41606936661,CE,Sobral
1207,PF,49524119956,SP,Campinas
1208,PF,20550689990,DF,Brasília
1209,PF,65712717773,CE,Juazeiro do Norte
1210,PF,59713592386,DF,Ceilândia
1211,PF,90808668216,SP,Campinas
1212,PF,02764330120,RS,Caxias do Sul
1213,PJ,22204784347699,CE,Sobral
1214,PF,03205822997,RS,Caxias do Sul
1215,PJ,73775474616268,SP,São Paulo
1216,PF,96211290243,GO,Anápolis
1217,PF,08533751235,BA,Feira de Santana
1218,PF,43550540080,MG,Contagem
1219,PJ,58656993702099,BA,Ilhéus
1220,PF,53053873062,PR,Curitiba
1221,PF,91317860857,RJ,Niterói
1222,PF,63052147156,MG,Belo Horizonte
1223,PF,47154251104,CE,Fortaleza
1224,PF,02972686213,RJ,Rio de Janeiro
1225,PF,27238635959,MG,Belo Horizonte
1226,PF,28958249184,SP,Campinas
1227,PF,05833367669,PR,Londrina
1228,PF,75441147416,MG,Belo Horizonte
1229,PJ,62393276632333,RS,Pelotas
1230,PJ,08008506034185,GO,Goiânia
1231,PJ,61906528208209,PE,Caruaru
1232,PF,36076951718,SP,São Paulo
1233,PJ,87504015422375,PR,Curitiba
1234,PF,87356600403,PE,Olinda
1235,PF,17061471583,MG,Belo Horizonte
1236,PF,43382152465,PE,Caruaru
1237,PF,03497553208,MG,Belo Horizonte
1238,PF,03270300799,RS,Porto Alegre
1239,PF,38973836159,RJ,Niterói
1240,PF,85103550478,MG,Belo Horizonte
1241,PF,46474891283,GO,Goiânia
1242,PJ,72917116983521,BA,Feira de Santana
1243,PF,65845470582,SP,São Paulo
1244,PF,92124968655,MG,Uberlândia
1245,PF,29126141004,BA,Feira de Santana
1246,PF,99147111633,PR,Curitiba
1247,PF,91661233358,SC,Blumenau
1248,PF,45283810677,DF,Taguatinga
1249,PF,04188175515,PR,Londrina
1250,PJ,21819233167210,PE,Caruaru
1251,PF,28246307656,SP,São Paulo
1252,PF,54668333058,PE,Olinda
1253,PF,36283684602,MG,Uberlândia
1254,PF,37427553232,GO,Goiânia
1255,PF,13537143354,DF,Ceilândia
1256,PJ,46829569829699,MG,Contagem
1257,PJ,62301783060788,CE,Juazeiro do Norte
1258,PF,71866515661,GO,Anápolis
1259,PF,57817179530,DF,Taguatinga
1260,PF,48717836706,CE,Sobral
1261,PF,39888427184,MG,Belo Horizonte
1262,PF,52215019314,MG,Contagem
1263,PF,85896520333,RS,Porto Alegre
1264,PF,49675877624,CE,Juazeiro do Norte
1265,PF,73994243996,CE,Sobral
1266,PJ,03279640374150,PR,Londrina
1267,PF,16114571396,DF,Taguatinga
1268,PF,13153900946,RJ,Duque de Caxias
1269,PF,60135549530,SP,Santos
1270,PF,00557479658,RS,Caxias do Sul
1271,PF,90722143111,SP,São Paulo
1272,PF,89299367197,PE,Recife
1273,PF,46764610841,RJ,Niterói
1274,PJ,31866655706520,DF,Ceilândia
1275,PF,54629968082,PR,Curitiba
1276,PF,75219797033,PE,Caruaru
1277,PF,18924680444,BA,Ilhéus
1278,PF,53524678659,SC,Joinville
1279,PF,04185019212,RJ,Niterói
1280,PF,13567338639,RJ,Niterói
1281,PF,38427602106,BA,Salvador
1282,PF,16883064099,PE,Caruaru
1283,PF,22254060670,GO,Rio Verde
1284,PJ,59512368112946,SP,Campinas
1285,PF,38324181912,RS,Pelotas
1286,PJ,26184117956903,SP,Campinas
1287,PF,43079333889,BA,Feira de Santana
1288,PF,68459640870,MG,Contagem
1289,PF,88933244271,BA,Ilhéus
1290,PF,67662703929,CE,Sobral
1291,PF,78504444350,DF,Ceilândia
1292,PF,14534446009,MG,Uberlândia
1293,PF,34265459466,SC,Blumenau
1294,PF,95804938337,DF,Ceilândia
1295,PJ,24383602032572,PR,Maringá
1296,PJ,53383351739109,GO,Goiânia
1297,PF,43568039689,SC,Joinville
1298,PF,48663621758,BA,Ilhéus
1299,PJ,38853067298940,RJ,Niterói
1300,PF,46272851154,CE,Fortaleza
1301,PF,59547458035,RS,Pelotas
1302,PF,11161428954,SC,Joinville
1303,PF,74128896809,RJ,Rio de Janeiro
1304,PF,44234862171,SC,Blumenau
1305,PF,32676325674,BA,Salvador
1306,PF,48557838111,PR,Curitiba
1307,PF,44258548348,MG,Uberlândia
1308,PF,86989091213,BA,Salvador
1309,PF,78483830336,GO,Goiânia
1310,PF,12605471843,SC,Florianópolis
1311,PJ,17863438222612,CE,Juazeiro do Norte
1312,PJ,37143200370493,SC,Florianópolis
1313,PF,90099470303,RJ,Niterói
1314,PF,95943495052,GO,Rio Verde
1315,PF,35423445838,GO,Goiânia
1316,PF,88321301306,DF,Ceilândia
1317,PJ,48972654316054,RJ,Niterói
1318,PF,60521171607,RS,Porto Alegre
1319,PF,69903366265,PR,Londrina
1320,PF,72991319240,RJ,Niterói
1321,PF,05801793966,CE,Fortaleza
1322,PF,96897263552,PE,Caruaru
1323,PF,58918072845,RS,Caxias do Sul
1324,PJ,92478654504070,MG,Belo Horizonte
1325,PJ,77499586349476,SC,Joinville
1326,PF,20971793295,DF,Ceilândia
1327,PF,79961576918,PE,Olinda
1328,PF,51437582848,GO,Rio Verde
1329,PF,43132778288,MG,Uberlândia
1330,PJ,11610214083922,GO,Rio Verde
1331,PF,27760016072,PE,Caruaru
1332,PJ,65771976368097,GO,Anápolis
1333,PF,47212117714,RJ,Niterói
1334,PF,11547215046,MG,Contagem
1335,PF,43330855286,RJ,Duque de Caxias
1336,PF,90372492650,BA,Salvador
1337,PF,58807640253,SC,Joinville
1338,PF,36617126174,RJ,Rio de Janeiro
1339,PF,95205667678,PE,Olinda
1340,PF,66721799223,BA,Ilhéus
1341,PF,97556786658,PR,Curitiba
1342,PF,19330988558,RS,Caxias do Sul
1343,PF,93840350394,RS,Caxias do Sul
1344,PJ,85519347388518,GO,Rio Verde
1345,PF,94010066054,BA,Ilhéus
1346,PF,63728344986,GO,Anápolis
1347,PJ,89568815697966,GO,Anápolis
1348,PJ,87009962648603,RJ,Niterói
1349,PJ,97841972112884,PE,Recife
1350,PF,87649834707,SP,Campinas
1351,PF,78732202794,RJ,Rio de Janeiro
1352,PF,22023418817,SP,São Paulo
1353,PJ,12744470857665,PR,Curitiba
1354,PF,72493511311,DF,Brasília
1355,PJ,22109617958647,SC,Blumenau
1356,PF,99465883051,BA,Salvador
1357,PF,90347731182,SP,Campinas
1358,PF,44943583857,SC,Blumenau
1359,PF,65725897540,RS,Pelotas
1360,PF,88580382642,PE,Olinda
1361,PF,11539490118,RJ,Niterói
1362,PF,48182729714,CE,Sobral
1363,PF,27887864352,GO,Goiânia
1364,PF,38083627472,BA,Salvador
1365,PF,91912602300,PR,Londrina
1366,PF,04685654370,RJ,Duque de Caxias
1367,PF,37041378191,SC,Blumenau
1368,PF,24947607277,GO,Rio Verde
1369,PF,76254357713,PE,Caruaru
1370,PF,07687216765,BA,Salvador
1371,PF,76445367824,PR,Maringá
1372,PF,70210630890,CE,Fortaleza
1373,PF,12671031328,DF,Brasília
1374,PF,23294547957,PR,Curitiba
1375,PF,33806887709,DF,Taguatinga
1376,PJ,78303050995949,BA,Salvador
