cliente_id,nome,tipo,documento,uf,cidade,segmento,canal_aquisicao,data_cadastro
287,Natália Ferreira,PJ,13929486054251,SC,Florianópolis,Varejo,Anúncio,2025-10-12
288,Eduardo Ferreira,PF,68046032084,ES,Serra,Pessoa Física,Marketplace,2025-03-05
289,Sabrina Barbosa,PF,75896348451,PA,Santarém,Pessoa Física,WhatsApp,2023-10-28
290,Patrícia Ribeiro,PF,96354188832,BA,Salvador,Atacado,Anúncio,2024-10-28
291,Larissa Silva,PF,07388191449,DF,Taguatinga,Varejo,Indicação,2024-05-23
292,Otávio Barbosa,PF,68588843979,PA,Castanhal,Varejo,Orgânico,2023-12-25
293,Rafael Santos,PF,59771577933,DF,Ceilândia,Varejo,Marketplace,2023-12-08
294,Thiago Cardoso,PF,99139171176,SC,Itajaí,Pessoa Física,Marketplace,2023-03-25
295,Igor Pereira,PJ,58356736458369,MS,Corumbá,Varejo,Orgânico,2025-12-04
296,Ana Pereira,PF,79529623280,AM,Itacoatiara,Varejo,Orgânico,2025-10-11
297,Diego Carvalho,PF,75067753103,GO,Aparecida de Goiânia,Varejo,Anúncio,2025-08-12
298,Larissa Pereira,PF,60952919234,PA,Castanhal,Pessoa Física,Orgânico,2023-12-12
299,Carla Gomes,PF,92932663135,BA,Vitória da Conquista,Pessoa Física,Marketplace,2025-12-28
300,Helena Santos,PF,00904734076,BA,Feira de Santana,Pessoa Física,Orgânico,2023-10-29
301,Vanessa Lima,PJ,88303151962974,SC,Itajaí,Pessoa Física,WhatsApp,2025-06-22
302,Carla Teixeira,PF,13572722414,MT,Rondonópolis,Pessoa Física,WhatsApp,2023-04-21
303,Juliana Ribeiro,PJ,32736762822836,RS,Santa Maria,Corporativo,WhatsApp,2023-12-07
304,Bruno Cardoso,PF,06875823067,MT,Tangará da Serra,Pessoa Física,Indicação,2024-09-24
305,Eduardo Ribeiro,PF,77167249475,SP,Sorocaba,Pessoa Física,Orgânico,2025-11-26
306,Patrícia Oliveira,PF,66679296534,GO,Goiânia,Varejo,Marketplace,2023-10-19
307,Larissa Gomes,PF,63284600817,PR,Maringá,Pessoa Física,Indicação,2024-04-18
308,Carla Martins,PF,94849243708,AM,Manaus,Pessoa Física,WhatsApp,2025-07-12
309,Patrícia Cardoso,PF,03514980550,MG,Uberlândia,Pessoa Física,Anúncio,2024-06-01
310,Guilherme Cardoso,PF,65622771258,ES,Vitória,Varejo,Orgânico,2025-01-18
311,Sabrina Almeida,PJ,22869791220760,ES,Vitória,Corporativo,WhatsApp,2024-04-03
312,Juliana Santos,PF,11442925438,AM,Tefé,Pessoa Física,Marketplace,2023-01-05
313,Juliana Silva,PF,90414643323,PE,Jaboatão,Varejo,Orgânico,2023-11-07
314,Rafael Ferreira,PF,36005622637,GO,Luziânia,Varejo,Indicação,2024-09-11
315,Diego Ribeiro,PF,11537531172,DF,Samambaia,Atacado,Orgânico,2023-01-22
316,Otávio Ribeiro,PJ,58821763517724,MG,Uberlândia,Corporativo,Indicação,2023-09-12
317,Thiago Carvalho,PF,30194103939,DF,Samambaia,Pessoa Física,Anúncio,2025-11-10
318,Carla Costa,PF,47700991699,DF,Taguatinga,Pessoa Física,Anúncio,2023-01-17
319,Natália Martins,PF,28691603048,PE,Olinda,Pessoa Física,Orgânico,2023-09-29
320,Larissa Martins,PF,63437205842,RS,Pelotas,Corporativo,Orgânico,2024-11-09
321,Natália Santos,PF,09710138180,ES,Vila Velha,Corporativo,Anúncio,2024-09-09
322,Rafael Teixeira,PF,72942284375,MS,Campo Grande,Varejo,Orgânico,2023-08-13
323,Kaique Teixeira,PF,64000557819,PE,Jaboatão,Varejo,Anúncio,2023-03-07
324,Helena Gomes,PF,96511064110,DF,Ceilândia,Pessoa Física,Indicação,2025-09-13
325,Ana Pereira,PF,66610177203,MG,Contagem,Varejo,Indicação,2024-08-26
326,Ana Barbosa,PF,81741956036,MS,Ponta Porã,Varejo,Indicação,2024-09-20
327,Ana Gomes,PJ,60697296019204,SC,Florianópolis,Pessoa Física,Orgânico,2023-03-05
328,Helena Gomes,PF,55697000339,MG,Betim,Pessoa Física,Orgânico,2023-08-18
329,Fernanda Gomes,PF,30829788164,ES,Linhares,Varejo,Marketplace,2023-03-21
330,Guilherme Souza,PF,67539682834,GO,Luziânia,Pessoa Física,Marketplace,2025-12-09
331,Fernanda Carvalho,PF,83299332052,CE,Maracanaú,Pessoa Física,WhatsApp,2025-04-23
332,Sabrina Silva,PJ,81656146385301,RS,,Pessoa Física,WhatsApp,2024-08-21
333,Diego Teixeira,PF,44871541650,RS,Caxias do Sul,Pessoa Física,Indicação,2025-01-16
334,Diego Ferreira,PF,47331296141,BA,Vitória da Conquista,Varejo,Marketplace,2023-07-01
335,Patrícia Silva,PF,41656422244,MT,Tangará da Serra,Varejo,Anúncio,2025-12-19
336,Marcos Barbosa,PF,60289931119,AM,Tefé,Atacado,Marketplace,2024-07-20
337,Guilherme Gomes,PF,88734885834,RJ,Niterói,Pessoa Física,WhatsApp,2024-07-20
338,Rafael Santos,PF,83742264370,SC,Florianópolis,Pessoa Física,Marketplace,2025-11-17
339,Fernanda Martins,PF,09650545055,MT,Cuiabá,Pessoa Física,Anúncio,2023-04-16
340,Igor Lima,PF,20976761482,ES,Vila Velha,Pessoa Física,Anúncio,2024-04-09
341,Sabrina Costa,PF,90336126288,MS,Três Lagoas,Atacado,Orgânico,2023-04-07
342,Larissa Gomes,PF,35336212923,SP,Santos,Varejo,Anúncio,2024-04-11
343,Natália Teixeira,PF,61219972668,PE,Recife,Varejo,Marketplace,2023-10-20
344,Natália Lima,PF,17158018065,RS,Pelotas,Corporativo,Indicação,2024-05-20
345,Juliana Ribeiro,PF,38830119562,RS,Canoas,Pessoa Física,Orgânico,2025-02-08
346,Thiago Cardoso,PF,87746535397,CE,Juazeiro do Norte,Pessoa Física,Indicação,2023-11-03
347,Helena Ferreira,PF,77492502549,PA,Ananindeua,Varejo,Anúncio,2023-02-26
348,Natália Ribeiro,PF,64467255095,PR,Londrina,Pessoa Física,Indicação,2023-06-27
349,Carla Ribeiro,PF,26690415549,CE,Maracanaú,Varejo,Anúncio,2025-02-23
350,Eduardo Oliveira,PF,54028495545,DF,Samambaia,Pessoa Física,Anúncio,2024-09-26
351,Kaique Santos,PF,00455427604,PR,Cascavel,Varejo,Indicação,2025-12-08
352,Sabrina Almeida,PJ,77296468214089,GO,Aparecida de Goiânia,Pessoa Física,Indicação,2025-09-07
353,Larissa Oliveira,PF,69064235616,GO,Aparecida de Goiânia,Varejo,Marketplace,2023-06-26
354,Patrícia Oliveira,PF,90863767006,CE,Maracanaú,Varejo,Anúncio,2025-03-17
355,Igor Lima,PF,32471941081,RS,Santa Maria,Pessoa Física,Indicação,2023-04-09
356,Sabrina Santos,PF,46521740151,SP,Ribeirão Preto,Corporativo,Orgânico,2023-04-16
357,Larissa Gomes,PF,31767032682,ES,Cariacica,Corporativo,Anúncio,2025-05-19
358,Diego Oliveira,PF,75809421981,RJ,Duque de Caxias,Atacado,Indicação,2024-03-15
359,Fernanda Carvalho,PF,47513329279,MG,Juiz de Fora,Pessoa Física,Indicação,2025-12-29
360,Guilherme Lima,PF,77117774502,BA,Ilhéus,Atacado,WhatsApp,2023-01-06
361,Igor Costa,PF,51102969258,SP,Santos,Pessoa Física,Orgânico,2024-07-04
362,Fernanda Silva,PF,36689658636,SC,Itajaí,Pessoa Física,Marketplace,2023-12-04
363,Guilherme Oliveira,PJ,52569519527338,AM,Parintins,Pessoa Física,Orgânico,2025-12-16
364,Otávio Ferreira,PF,85381758480,MT,Várzea Grande,Atacado,Indicação,2025-01-03
365,Eduardo Costa,PF,70619718250,AM,Tefé,Pessoa Física,Marketplace,2025-04-25
366,Helena Cardoso,PF,12558170211,RJ,Niterói,Varejo,Indicação,2023-11-15
367,Carla Barbosa,PF,59685038008,DF,Taguatinga,Pessoa Física,Marketplace,2025-09-07
368,Otávio Teixeira,PF,09765048948,PA,,Corporativo,Marketplace,2025-07-10
369,Guilherme Oliveira,PF,70665785399,PR,Cascavel,Pessoa Física,Orgânico,2025-05-09
370,Igor Silva,PF,66141582910,AM,Manacapuru,Pessoa Física,WhatsApp,2024-06-07
371,Eduardo Gomes,PJ,91773030689878,PE,Olinda,Varejo,WhatsApp,2025-10-07
372,Kaique Teixeira,PF,76934932125,AM,Tefé,Varejo,Anúncio,2025-01-03
373,Ana Santos,PF,81678714996,RS,Porto Alegre,Corporativo,Orgânico,2023-03-14
374,Helena Teixeira,PF,96091327068,MG,Uberlândia,Pessoa Física,Orgânico,2025-08-26
375,Patrícia Gomes,PF,73836500199,RJ,Nova Iguaçu,Corporativo,Marketplace,2023-01-23
376,Marcos Ribeiro,PF,49092073273,RJ,Niterói,Pessoa Física,WhatsApp,2025-01-18
377,Vanessa Ferreira,PF,71036217442,SP,Sorocaba,Pessoa Física,Marketplace,2023-10-01
378,Marcos Teixeira,PF,00602937398,CE,Sobral,Pessoa Física,Anúncio,2025-09-10
379,Ana Silva,PF,46493866387,SC,Itajaí,Corporativo,Orgânico,2025-03-10
380,Rafael Costa,PF,88188295323,DF,Guará,Varejo,Anúncio,2025-06-04
381,Sabrina Barbosa,PF,06765378039,CE,Sobral,Atacado,Anúncio,2025-02-06
382,Otávio Lima,PJ,89141852078898,BA,Juazeiro,Pessoa Física,Orgânico,2024-09-13
383,Diego Oliveira,PF,78947816311,RJ,Petrópolis,Atacado,Orgânico,2025-08-04
384,Marcos Costa,PF,18716656956,PR,Maringá,Atacado,Orgânico,2023-11-22
385,Helena Ferreira,PJ,53847667756537,SP,Ribeirão Preto,Atacado,Orgânico,2024-08-02
386,Carla Martins,PJ,87783037857066,BA,Salvador,Pessoa Física,Marketplace,2023-11-23
387,Rafael Souza,PF,57456723423,PE,Caruaru,Pessoa Física,Anúncio,2023-05-05
388,Marcos Silva,PF,33456384711,MS,Campo Grande,Corporativo,Anúncio,2025-08-17
389,Eduardo Ribeiro,PF,43414672355,CE,Sobral,Varejo,Indicação,2024-06-28
390,Juliana Almeida,PF,73682833665,PR,Cascavel,Corporativo,WhatsApp,2023-03-01
391,Helena Gomes,PF,20988584012,ES,Vila Velha,Corporativo,Marketplace,2025-06-23
392,Juliana Lima,PF,39362651418,SP,Campinas,Pessoa Física,Indicação,2025-10-28
393,Thiago Souza,PF,79827197698,GO,Anápolis,Corporativo,Indicação,2024-12-26
394,Larissa Gomes,PJ,81092406885654,GO,Goiânia,Pessoa Física,Indicação,2023-12-25
395,Rafael Lima,PF,59246502667,RJ,Nova Iguaçu,Pessoa Física,Indicação,2025-07-30
396,Otávio Silva,PF,96533847112,BA,Feira de Santana,Pessoa Física,Anúncio,2025-03-20
397,Kaique Pereira,PF,16652514101,DF,Brasília,Varejo,Indicação,2023-11-09
398,Otávio Gomes,PJ,14564107922322,MS,Dourados,Pessoa Física,Anúncio,2023-12-28
399,Diego Souza,PJ,47793430324178,MT,Cuiabá,Corporativo,Anúncio,2025-12-18
400,Eduardo Oliveira,PF,90198535585,CE,Sobral,Corporativo,Orgânico,2025-11-10
401,Otávio Costa,PF,06721184590,PE,Petrolina,Pessoa Física,Anúncio,2025-01-11
402,Natália Lima,PF,28507177842,MG,Belo Horizonte,Atacado,Anúncio,2023-02-09
403,Igor Pereira,PF,85616527179,MG,Uberlândia,Corporativo,Indicação,2023-09-09
404,Vanessa Lima,PF,51555262556,PR,Londrina,Varejo,Anúncio,2024-01-23
405,Eduardo Ribeiro,PF,78778225470,ES,Vitória,Varejo,Orgânico,2024-08-10
406,Guilherme Lima,PF,17833541587,RS,Porto Alegre,Pessoa Física,Orgânico,2025-08-08
407,Sabrina Ferreira,PF,86820196283,PR,Cascavel,Pessoa Física,Anúncio,2025-07-18
408,Helena Santos,PF,52022502536,SP,Santos,Pessoa Física,Indicação,2023-10-28
409,Carla Cardoso,PF,69826657138,SC,Florianópolis,Atacado,Orgânico,2023-04-30
410,Larissa Lima,PF,80421056537,RS,Santa Maria,Varejo,Orgânico,2023-10-30
411,Thiago Lima,PF,69324548054,RS,Canoas,Corporativo,Orgânico,2023-09-15
412,Marcos Carvalho,PF,26850046338,RS,Porto Alegre,Pessoa Física,Anúncio,2025-09-12
413,Thiago Teixeira,PF,00194139622,DF,Taguatinga,Pessoa Física,Orgânico,2023-01-16
414,Rafael Carvalho,PF,07123667233,MT,Tangará da Serra,Pessoa Física,Anúncio,2025-06-29
415,Guilherme Carvalho,PF,07549196267,AM,Tefé,Pessoa Física,Indicação,2024-12-20
416,Bruno Lima,PJ,33810695152863,SP,Campinas,Pessoa Física,WhatsApp,2023-04-26
417,Rafael Santos,PF,66635043599,PR,Maringá,Corporativo,Indicação,2025-01-20
418,Natália Martins,PJ,46146694995037,MT,Tangará da Serra,Pessoa Física,Orgânico,2024-09-27
419,Natália Souza,PJ,59808385401555,PA,Ananindeua,Pessoa Física,Anúncio,2023-01-05
420,Kaique Silva,PF,15014669837,AM,Manaus,Pessoa Física,Marketplace,2023-09-02
421,Sabrina Ferreira,PF,08379790165,CE,Maracanaú,Corporativo,Orgânico,2024-01-17
422,Thiago Souza,PF,17091485779,SP,Sorocaba,Pessoa Física,WhatsApp,2023-08-24
423,Igor Ribeiro,PF,49587168181,RJ,Nova Iguaçu,Corporativo,Anúncio,2024-09-26
424,Juliana Ribeiro,PF,87171592143,GO,Goiânia,Pessoa Física,Orgânico,2024-11-05
425,Eduardo Cardoso,PF,04212099384,RJ,Petrópolis,Pessoa Física,Orgânico,2023-07-05
426,Diego Oliveira,PJ,91272844470778,PA,Marabá,Pessoa Física,WhatsApp,2023-05-16
427,Juliana Barbosa,PF,97543835032,MS,Dourados,Varejo,WhatsApp,2024-12-19
428,Larissa Barbosa,PF,45741508722,PE,Caruaru,Varejo,Marketplace,2024-05-29
429,Helena Ferreira,PF,03091652818,PR,Curitiba,Pessoa Física,Orgânico,2023-10-18
430,Carla Gomes,PF,76842194839,AM,Parintins,Pessoa Física,Marketplace,2023-10-08
431,Patrícia Souza,PF,83472025139,DF,Guará,Pessoa Física,Orgânico,2023-02-12
432,Igor Carvalho,PF,00400118157,AM,Itacoatiara,Atacado,Anúncio,2025-07-24
433,Marcos Costa,PF,66380180110,RS,Pelotas,Pessoa Física,Indicação,2025-07-11
434,Ana Teixeira,PF,15609068541,RJ,Niterói,Pessoa Física,WhatsApp,2024-08-30
435,Helena Ferreira,PF,28307600106,RJ,Nova Iguaçu,Varejo,Anúncio,2024-01-18
436,Otávio Almeida,PF,16197340050,MT,Várzea Grande,Varejo,Anúncio,2023-08-24
437,Kaique Costa,PF,63155715828,RS,Canoas,Pessoa Física,Orgânico,2023-12-03
438,Vanessa Souza,PJ,74892901039660,PE,Petrolina,Varejo,Anúncio,2025-10-12
439,Fernanda Pereira,PF,53422954074,GO,Aparecida de Goiânia,Pessoa Física,Orgânico,2023-04-08
440,Sabrina Santos,PF,36158402053,PE,Jaboatão,Pessoa Física,Marketplace,2025-06-20
441,Eduardo Barbosa,PF,16139023529,AM,Manacapuru,Corporativo,Orgânico,2023-11-30
442,Thiago Cardoso,PF,09501123637,RJ,Niterói,Atacado,Indicação,2023-10-18
443,Juliana Gomes,PF,22238229618,DF,Ceilândia,Pessoa Física,Orgânico,2025-06-06
444,Marcos Teixeira,PF,11461717046,RJ,Duque de Caxias,Pessoa Física,Anúncio,2025-11-19
445,Sabrina Almeida,PJ,26663773798778,ES,Cariacica,Pessoa Física,Orgânico,2025-12-22
446,Fernanda Ferreira,PF,27139284205,PA,Ananindeua,Pessoa Física,Anúncio,2023-10-21
447,Fernanda Souza,PF,45020391605,RJ,Rio de Janeiro,Pessoa Física,Anúncio,2024-10-09
448,Larissa Gomes,PF,93152886667,ES,Cariacica,Pessoa Física,Indicação,2023-11-17
449,Diego Gomes,PF,49306693453,AM,Tefé,Pessoa Física,WhatsApp,2023-08-01
450,Juliana Lima,PF,74742957539,SC,Blumenau,Pessoa Física,Orgânico,2024-02-28
451,Juliana Ribeiro,PF,39400953866,RJ,Rio de Janeiro,Atacado,Indicação,2023-03-10
452,Fernanda Silva,PF,61070712767,MG,Betim,Atacado,WhatsApp,2023-06-30
453,Ana Ribeiro,PF,60821815470,RS,Santa Maria,Pessoa Física,Orgânico,2024-10-14
454,Guilherme Pereira,PF,14476194990,PE,Caruaru,Atacado,Marketplace,2025-01-22
455,Larissa Barbosa,PF,54435412186,BA,Vitória da Conquista,Pessoa Física,WhatsApp,2023-10-24
456,Natália Oliveira,PF,33029018504,ES,Vitória,Pessoa Física,Marketplace,2024-09-02
457,Vanessa Souza,PF,73365922165,PE,Petrolina,Corporativo,Indicação,2025-04-17
458,Rafael Silva,PF,36315444922,AM,Manaus,Varejo,Indicação,2025-09-07
459,Carla Martins,PF,50155618413,SP,Ribeirão Preto,Pessoa Física,Anúncio,2024-09-15
460,Kaique Souza,PF,24444994988,PA,Santarém,Varejo,Indicação,2023-09-21
461,Helena Ferreira,PJ,24300648608459,SC,Blumenau,Pessoa Física,WhatsApp,2025-02-20
462,Kaique Carvalho,PF,60140171150,GO,Aparecida de Goiânia,Pessoa Física,Orgânico,2023-07-06
463,Bruno Carvalho,PF,29693623181,GO,Goiânia,Corporativo,Marketplace,2023-06-02
464,Fernanda Barbosa,PF,24433295996,DF,Ceilândia,Pessoa Física,Anúncio,2024-01-29
465,Sabrina Barbosa,PF,81947208416,AM,Manacapuru,Pessoa Física,Orgânico,2023-12-27
466,Igor Ribeiro,PF,04774381018,SP,Santos,Atacado,Indicação,2023-06-10
467,Bruno Ferreira,PF,40108402658,SP,Santos,Atacado,Marketplace,2023-02-27
468,Marcos Gomes,PF,00037626617,SC,Joinville,Corporativo,Indicação,2025-11-02
469,Igor Ferreira,PF,40376273409,MS,Dourados,Pessoa Física,Marketplace,2025-01-12
470,Natália Gomes,PF,81575292338,MT,Sinop,Varejo,Anúncio,2025-02-25
471,Carla Costa,PJ,57998999611738,RJ,Rio de Janeiro,Atacado,WhatsApp,2023-03-14
472,Eduardo Oliveira,PF,96724982948,DF,Guará,Varejo,Indicação,2025-05-22
473,Vanessa Barbosa,PF,56137800648,PA,Ananindeua,Corporativo,Marketplace,2024-02-04
474,Marcos Souza,PF,03078138098,DF,Samambaia,Varejo,Orgânico,2025-03-30
475,Rafael Costa,PF,11605053784,ES,Cariacica,Pessoa Física,Anúncio,2024-06-21
476,Igor Martins,PF,66922378216,PA,Santarém,Varejo,WhatsApp,2023-09-24
477,Fernanda Almeida,PF,53188752402,MS,Campo Grande,Pessoa Física,Orgânico,2023-10-15
478,Patrícia Cardoso,PF,44092544878,DF,Ceilândia,Atacado,Anúncio,2023-06-04
479,Natália Santos,PF,32453415758,MG,Contagem,Corporativo,Marketplace,2025-06-28
480,Rafael Souza,PF,99083442869,DF,Brasília,Varejo,Indicação,2024-04-15
481,Igor Carvalho,PF,94754769769,MS,Dourados,Pessoa Física,Marketplace,2025-05-04
482,Thiago Costa,PF,17347284334,AM,Parintins,Pessoa Física,Indicação,2025-06-27
483,Ana Pereira,PJ,91584531695419,ES,Serra,Varejo,WhatsApp,2023-07-03
484,Bruno Oliveira,PF,89364223517,RS,Pelotas,Pessoa Física,Anúncio,2023-12-29
485,Marcos Ferreira,PF,48203937826,MS,Dourados,Atacado,Indicação,2023-05-17
486,Juliana Oliveira,PF,23268228457,RS,Pelotas,Pessoa Física,Marketplace,2023-01-11
487,Patrícia Cardoso,PJ,18364761185211,PE,Petrolina,Pessoa Física,Indicação,2025-12-17
488,Larissa Cardoso,PF,99324156931,BA,Juazeiro,Varejo,Orgânico,2024-12-24
489,Helena Silva,PF,13607474105,PE,Jaboatão,Corporativo,Anúncio,2024-05-10
490,Bruno Souza,PJ,58813210051117,MG,Belo Horizonte,Varejo,Indicação,2023-08-08
491,Fernanda Costa,PJ,69124612403754,BA,Feira de Santana,Pessoa Física,Marketplace,2024-10-09
492,Ana Lima,PF,49559104321,SP,Campinas,Corporativo,Anúncio,2024-08-17
493,Igor Silva,PF,86613656647,PE,Caruaru,Pessoa Física,Marketplace,2023-09-02
494,Marcos Barbosa,PF,20902123149,RJ,Niterói,Atacado,Marketplace,2023-01-17
495,Fernanda Gomes,PF,19454315955,ES,Vila Velha,Pessoa Física,Orgânico,2024-05-29
496,Fernanda Pereira,PF,63158388257,SP,Ribeirão Preto,Varejo,Indicação,2024-07-11
497,Diego Lima,PF,46968888201,BA,Feira de Santana,Pessoa Física,Indicação,2025-05-24
498,Otávio Souza,PF,26540637120,AM,Parintins,Atacado,Orgânico,2024-03-07
499,Guilherme Barbosa,PF,29442269774,SC,Blumenau,Varejo,Anúncio,2023-04-17
500,Juliana Pereira,PF,07850792173,SC,Chapecó,Varejo,Anúncio,2025-08-22
501,Igor Cardoso,PF,77205483287,PR,Cascavel,Pessoa Física,Marketplace,2024-03-29
502,Ana Lima,PJ,69787406796551,GO,Aparecida de Goiânia,Varejo,Anúncio,2025-03-02
503,Eduardo Oliveira,PF,00972442436,RJ,Petrópolis,Pessoa Física,Orgânico,2023-02-17
504,Natália Martins,PF,70498770978,DF,Samambaia,Pessoa Física,Anúncio,2023-02-09
505,Diego Costa,PF,92064029326,ES,Cariacica,Atacado,Marketplace,2023-01-26
506,Bruno Ferreira,PF,63851380064,SC,Blumenau,Varejo,Indicação,2025-05-15
507,Natália Santos,PF,24132569032,MT,Rondonópolis,Varejo,Orgânico,2023-09-21
508,Thiago Almeida,PF,55897108920,MT,Tangará da Serra,Varejo,WhatsApp,2025-05-17
509,Fernanda Cardoso,PJ,65857701712721,GO,Anápolis,Corporativo,Orgânico,2025-11-01
510,Sabrina Barbosa,PF,04679672330,PA,Castanhal,Pessoa Física,Orgânico,2024-12-28
511,Kaique Carvalho,PJ,92430921319132,PA,Castanhal,Atacado,Anúncio,2025-12-16
512,Ana Ferreira,PJ,00520224937705,SC,Joinville,Varejo,Indicação,2025-10-15
513,Carla Lima,PJ,45141950597281,SP,Santos,Pessoa Física,Marketplace,2025-03-03
514,Rafael Martins,PF,21975620890,CE,Maracanaú,Atacado,Orgânico,2025-05-30
515,Guilherme Costa,PJ,05079228320890,SC,Florianópolis,Pessoa Física,Marketplace,2024-10-23
516,Bruno Lima,PF,81134861586,AM,Parintins,Pessoa Física,Indicação,2023-08-28
517,Carla Carvalho,PF,21443115954,MG,Belo Horizonte,Atacado,Marketplace,2023-04-23
518,Natália Santos,PF,96757566782,MG,Contagem,Pessoa Física,WhatsApp,2024-02-23
519,Eduardo Ferreira,PF,60586263426,PR,Londrina,Pessoa Física,Marketplace,2024-06-04
520,Juliana Santos,PF,14974909389,PR,Londrina,Pessoa Física,Orgânico,2024-01-19
521,Ana Gomes,PF,66721347250,RS,Canoas,Pessoa Física,Orgânico,2023-04-22
522,Guilherme Cardoso,PF,09883562764,PA,Castanhal,Pessoa Física,WhatsApp,2024-07-07
523,Vanessa Barbosa,PF,43899737282,AM,Manacapuru,Pessoa Física,Indicação,2024-06-30
524,Thiago Ferreira,PJ,40035081923187,BA,Vitória da Conquista,Pessoa Física,Anúncio,2025-11-11
525,Rafael Cardoso,PF,01681251304,MT,Cuiabá,Pessoa Física,WhatsApp,2025-11-11
526,Guilherme Lima,PF,74245111971,BA,Ilhéus,Pessoa Física,Marketplace,2024-11-05
527,Natália Barbosa,PF,34189202583,RJ,Duque de Caxias,Pessoa Física,Indicação,2025-07-21
528,Patrícia Ribeiro,PF,22004602996,MS,Ponta Porã,Corporativo,Marketplace,2023-12-09
529,Kaique Almeida,PF,55323666606,RS,Caxias do Sul,Pessoa Física,Orgânico,2025-11-28
530,Kaique Santos,PF,86527424197,BA,Ilhéus,Varejo,Marketplace,2025-10-28
531,Otávio Gomes,PF,37036078527,PA,Santarém,Varejo,WhatsApp,2023-05-18
532,Guilherme Ferreira,PF,37600002099,AM,Itacoatiara,Atacado,Orgânico,2025-02-06
533,Ana Martins,PF,13765966552,RS,Canoas,Atacado,Orgânico,2024-05-16
534,Fernanda Cardoso,PF,59315795724,MS,Corumbá,Pessoa Física,Marketplace,2023-10-19
535,Sabrina Carvalho,PJ,43783188927778,PE,Olinda,Varejo,Anúncio,2024-03-27
536,Diego Gomes,PF,94018803236,GO,Rio Verde,Pessoa Física,Orgânico,2025-09-20
537,Carla Teixeira,PJ,54466013498601,MS,Ponta Porã,Pessoa Física,Orgânico,2025-10-09
538,Rafael Barbosa,PF,45618450852,DF,Samambaia,Varejo,Orgânico,2024-01-13
539,Vanessa Martins,PF,33098835445,MT,Sinop,Atacado,Orgânico,2024-05-21
540,Fernanda Ferreira,PF,47018883402,AM,Itacoatiara,Pessoa Física,Marketplace,2024-07-19
541,Patrícia Ferreira,PF,73414755922,DF,Taguatinga,Pessoa Física,Indicação,2025-03-14
542,Juliana Souza,PJ,64901348441455,PA,Marabá,Corporativo,Indicação,2024-06-09
543,Ana Teixeira,PF,64111688306,RJ,Petrópolis,Varejo,Orgânico,2024-03-09
544,Sabrina Ribeiro,PF,06386748563,GO,Goiânia,Atacado,Anúncio,2025-10-09
545,Kaique Martins,PF,48303340134,PA,Castanhal,Varejo,Orgânico,2024-02-13
546,Sabrina Lima,PF,03302217056,PR,Ponta Grossa,Varejo,Marketplace,2023-10-19
547,Sabrina Teixeira,PJ,85578274069109,MT,Rondonópolis,Pessoa Física,WhatsApp,2023-12-25
548,Guilherme Carvalho,PF,52733251330,MS,Campo Grande,Varejo,Anúncio,2024-01-01
549,Marcos Silva,PF,70903036057,DF,Ceilândia,Varejo,WhatsApp,2024-08-31
550,Marcos Silva,PF,41610420759,MG,Contagem,Pessoa Física,Orgânico,2024-12-24
551,Otávio Gomes,PF,44803728248,GO,Goiânia,Pessoa Física,Orgânico,2023-05-28
552,Bruno Ferreira,PF,29025599663,SP,Ribeirão Preto,Corporativo,Marketplace,2025-08-29
553,Natália Almeida,PF,86083448230,MT,Sinop,Pessoa Física,Anúncio,2023-10-05
554,Sabrina Almeida,PF,30584990553,CE,Juazeiro do Norte,Pessoa Física,WhatsApp,2023-05-06
555,Diego Silva,PF,83052357230,SC,Itajaí,Varejo,Orgânico,2025-01-02
556,Juliana Souza,PF,35620560504,SC,Joinville,Varejo,Marketplace,2023-08-19
557,Helena Souza,PF,67772833730,PR,Ponta Grossa,Pessoa Física,Orgânico,2025-04-02
558,Patrícia Almeida,PJ,76516155791159,SC,Joinville,Pessoa Física,Orgânico,2025-11-05
559,Diego Silva,PF,14436248308,BA,Juazeiro,Pessoa Física,Anúncio,2025-01-29
560,Fernanda Gomes,PF,27750964877,MG,Juiz de Fora,Atacado,WhatsApp,2025-05-01
561,Vanessa Cardoso,PF,16203117531,SC,Joinville,Pessoa Física,Indicação,2024-06-26
562,Ana Almeida,PF,76511109369,MT,Sinop,Atacado,Indicação,2024-01-15
563,Rafael Almeida,PF,93440753570,CE,Maracanaú,Pessoa Física,Orgânico,2024-11-03
564,Juliana Souza,PF,68760774561,GO,Rio Verde,Pessoa Física,Orgânico,2024-01-27
565,Thiago Lima,PF,27924912026,CE,Caucaia,Varejo,Orgânico,2025-08-18
566,Ana Pereira,PF,39887759071,MT,Rondonópolis,Varejo,Marketplace,2024-05-29
567,Patrícia Gomes,PF,32670620452,BA,,Pessoa Física,Orgânico,2024-06-30
568,Ana Carvalho,PF,39398357443,GO,Rio Verde,Pessoa Física,Orgânico,2025-01-08
569,Vanessa Carvalho,PF,10372135221,BA,Feira de Santana,Varejo,Indicação,2023-07-27
570,Larissa Oliveira,PF,32893003453,SP,Ribeirão Preto,Pessoa Física,Indicação,2024-09-06
571,Natália Ribeiro,PF,32560466556,MS,Campo Grande,Atacado,Anúncio,2025-04-06
572,Ana Ferreira,PF,35341312459,GO,Aparecida de Goiânia,Corporativo,Orgânico,2025-04-30
573,Marcos Almeida,PF,08376919086,SC,Blumenau,Atacado,Anúncio,2023-09-04
