id_venda,data,cliente,cidade,uf,categoria,forma_pagamento,preco_unitario,quantidade,desconto,total_liquido,aliquota,imposto_estimado
1512,2026-01-05,Srta. Maria Flor Araújo,Leão,SP,Eletrônicos,Cartão,715.3,2,0.0,1430.6,0.12,171.67
1513,2025-10-22,Mariah Andrade,Aragão,SP,Eletrônicos,Dinheiro,4132.81,1,0.0,4132.81,0.12,495.94
1514,2025-11-13,Sra. Camila Siqueira,Novais Paulista,RS,Serviços,PIX,486.04,2,0.1,874.87,0.18,157.48
1515,2025-09-25,Otto Borges,Mendes,PE,Eletrônicos,Cartão,810.58,2,0.0,1621.16,0.18,291.81
1516,2025-08-02,Lavínia Fonseca,Ribeiro do Sul,PE,Eletrônicos,Dinheiro,3027.39,5,0.15,12866.39,0.18,2315.95
1517,2025-07-24,Hellena Nascimento,Duarte,PR,Eletrônicos,PIX,3075.15,4,0.0,12300.61,0.12,1476.07
1518,2025-12-10,Gabriela da Mata,Rios,PE,Informática,Boleto,3255.83,1,0.05,3093.04,0.12,371.16
1519,2025-12-28,Maitê Lima,Gomes,MG,Eletrônicos,Dinheiro,4905.88,5,0.05,23302.93,0.12,2796.35
1520,2025-09-17,Luísa Moura,Cassiano de Pinto,RS,Acessórios,Boleto,217.53,1,0.1,195.78,0.07,13.7
1521,2025-12-24,Luiz Felipe Cavalcanti,Oliveira,BA,Informática,PIX,2580.99,3,0.05,7355.83,0.18,1324.05
1522,2025-09-25,Olívia Novaes,Martins,SC,Eletrônicos,Cartão,2932.04,5,0.0,14660.19,0.18,2638.84
1523,2025-09-30,Fernando Martins,da Costa,GO,Eletrônicos,PIX,4764.96,5,0.05,22633.55,0.07,1584.35
1524,2025-11-06,João Guilherme das Neves,Lima,CE,Eletrônicos,PIX,285.43,1,0.1,256.89,0.18,46.24
1525,2025-11-04,Sofia da Mata,da Cunha,CE,Eletrônicos,Cartão,4822.95,5,0.05,22909.01,0.18,4123.62
1526,2025-11-19,Júlia Andrade,da Rosa do Galho,RJ,Informática,Dinheiro,5578.83,3,0.0,16736.48,0.18,3012.57
1527,2025-09-15,Bianca Silva,Vieira,PE,Eletrônicos,PIX,3783.52,3,0.0,11350.56,0.18,2043.1
1528,2025-08-03,Anthony Machado,Novais,PR,Informática,Cartão,432.52,2,0.05,821.79,0.12,98.61
1529,2025-12-19,Ana Carolina Pastor,Novaes,RS,Serviços,Boleto,264.45,1,0.1,238.0,0.07,16.66
1530,2025-09-15,Emanuella Cirino,Fernandes Grande,SP,Serviços,Boleto,108.58,2,0.0,217.16,0.18,39.09
1531,2025-12-11,Camila da Cruz,Campos de Pires,SP,Acessórios,Dinheiro,359.49,5,0.0,1797.45,0.12,215.69
1532,2026-01-13,Daniel Castro,Porto,SP,Eletrônicos,Boleto,3960.65,2,0.15,6733.1,0.18,1211.96
1533,2026-01-12,Esther Nunes,Porto,RJ,Acessórios,Boleto,387.37,1,0.05,368.0,0.12,44.16
1534,2025-07-26,Dr. Henrique Mendes,Souza das Flores,CE,Eletrônicos,Dinheiro,2104.4,1,0.05,1999.18,0.18,359.85
1535,2025-10-15,Valentim Rezende,Costa do Oeste,MG,Eletrônicos,Cartão,348.31,3,0.0,1044.92,0.18,188.09
1536,2025-10-06,Ana Júlia da Mota,Garcia,GO,Eletrônicos,Boleto,3801.87,2,0.0,7603.73,0.07,532.26
1537,2025-09-15,Arthur Gabriel Azevedo,Mendes,PE,Informática,PIX,7850.2,5,0.05,37288.47,0.12,4474.62
1538,2025-11-12,Dr. Theodoro Nascimento,Freitas de Fonseca,RS,Informática,Dinheiro,3624.18,5,0.0,18120.9,0.12,2174.51
1539,2025-09-03,Anna Liz Castro,Mendonça Verde,CE,Informática,Cartão,272.83,3,0.0,818.49,0.07,57.29
1540,2025-10-29,Sr. Carlos Eduardo Machado,Costa,SP,Eletrônicos,Cartão,3888.15,5,0.0,19440.76,0.12,2332.89
1541,2025-12-27,Letícia Farias,da Conceição dos Dourados,PE,Informática,PIX,2802.15,5,0.0,14010.77,0.18,2521.94
1542,2025-12-16,Laís Borges,Fonseca de Garcia,SP,Eletrônicos,Cartão,3025.72,1,0.0,3025.72,0.18,544.63
1543,2025-12-12,Dra. Fernanda Cunha,Silveira,MG,Eletrônicos,Dinheiro,2473.72,1,0.0,2473.72,0.12,296.85
1544,2025-12-23,Sarah Monteiro,Ribeiro,RJ,Informática,Dinheiro,151.89,1,0.0,151.89,0.12,18.23
1545,2025-10-15,Mariah Marques,Albuquerque,SP,Informática,PIX,7781.43,4,0.05,29569.43,0.18,5322.5
1546,2025-08-17,Kamilly da Conceição,Vasconcelos,SP,Eletrônicos,PIX,398.28,4,0.0,1593.12,0.18,286.76
1547,2025-11-22,Bárbara Carvalho,Albuquerque do Amparo,SP,Serviços,Cartão,670.19,4,0.0,2680.77,0.18,482.54
1548,2025-08-26,Cauê Nogueira,Mendes,RJ,Eletrônicos,Cartão,1396.89,4,0.0,5587.56,0.07,391.13
1549,2025-10-30,Cauã Vargas,Melo,MG,Eletrônicos,PIX,3798.77,1,0.05,3608.83,0.12,433.06
1550,2026-01-04,Lucca Sá,das Neves do Oeste,BA,Informática,Cartão,5874.5,5,0.0,29372.49,0.18,5287.05
1551,2025-09-01,Elisa Teixeira,Alves,SP,Informática,Cartão,5682.87,4,0.1,20458.33,0.18,3682.5
1552,2025-08-13,Fernando Melo,da Mota,PE,Informática,Boleto,5145.33,2,0.0,10290.67,0.18,1852.32
1553,2025-10-06,Daniela Pinto,Monteiro das Pedras,GO,Acessórios,PIX,173.66,3,0.05,494.93,0.18,89.09
1554,2025-10-24,Valentim Pimenta,Rocha,GO,Eletrônicos,Dinheiro,2057.16,1,0.0,2057.16,0.18,370.29
1555,2025-12-01,Levi Pires,Rodrigues,GO,Eletrônicos,PIX,3916.02,4,0.0,15664.09,0.07,1096.49
1556,2025-11-03,Pedro Lucas Pires,Aparecida do Galho,GO,Informática,Boleto,7965.19,1,0.0,7965.19,0.18,1433.73
1557,2025-09-05,Kevin Barros,Fernandes,GO,Acessórios,Cartão,321.12,1,0.0,321.12,0.12,38.53
1558,2025-07-28,Ana Liz Costela,Fogaça das Flores,MG,Eletrônicos,Boleto,3295.31,1,0.0,3295.31,0.18,593.15
1559,2025-08-25,Bella Monteiro,Novais do Sul,RJ,Acessórios,Dinheiro,464.48,2,0.15,789.62,0.12,94.75
1560,2025-10-14,Srta. Kamilly Sá,Siqueira,SC,Acessórios,Boleto,139.95,1,0.0,139.95,0.18,25.19
1561,2025-11-13,Bento Sá,Montenegro,RS,Informática,PIX,4214.26,3,0.0,12642.79,0.18,2275.7
1562,2025-10-06,Juan Nunes,da Paz da Mata,PE,Acessórios,Dinheiro,150.51,5,0.0,752.53,0.12,90.3
1563,2025-10-23,Bruna Sá,Camargo,PE,Acessórios,Boleto,39.32,2,0.15,66.84,0.07,4.68
1564,2025-12-03,Henrique Viana,Gonçalves de Minas,GO,Informática,Boleto,2502.58,2,0.0,5005.16,0.07,350.36
1565,2025-12-26,Srta. Eloá Moura,Vargas,CE,Eletrônicos,Cartão,4180.58,3,0.0,12541.73,0.12,1505.01
1566,2025-12-25,Sr. Renan Sousa,Moreira,SC,Informática,Cartão,6597.01,3,0.0,19791.03,0.18,3562.39
1567,2025-11-11,Zoe Câmara,Barbosa da Mata,BA,Informática,PIX,367.37,2,0.05,697.99,0.07,48.86
1568,2025-11-15,Eloah Barbosa,Sales de Gomes,PE,Serviços,Dinheiro,212.93,2,0.0,425.87,0.07,29.81
1569,2025-12-15,Sr. Luiz Otávio Novaes,Lima dos Dourados,PR,Acessórios,Boleto,40.61,1,0.0,40.61,0.07,2.84
1570,2025-12-04,Mathias Sousa,Alves,GO,Informática,Cartão,5148.26,1,0.0,5148.26,0.18,926.69
1571,2025-08-23,Luna Moreira,Caldeira de Casa Grande,RS,Acessórios,Cartão,43.44,5,0.0,217.22,0.07,15.21
1572,2025-12-11,Benjamim Novaes,Costela de Teixeira,RS,Informática,Boleto,7112.42,2,0.0,14224.84,0.07,995.74
1573,2026-01-01,Otto Cassiano,da Mota da Praia,SP,Informática,Boleto,7698.39,2,0.1,13857.11,0.07,970.0
1574,2025-10-10,Srta. Eloá Casa Grande,Rezende,MG,Eletrônicos,Boleto,3607.18,4,0.0,14428.73,0.12,1731.45
1575,2025-11-20,Aurora Leão,Silva,SC,Acessórios,Cartão,404.47,2,0.0,808.95,0.18,145.61
1576,2025-09-26,Sra. Cecilia Lopes,da Cunha de Aragão,PE,Eletrônicos,Boleto,3992.53,1,0.0,3992.53,0.18,718.65
1577,2025-10-01,Isaac Castro,Campos,RS,Serviços,Boleto,179.25,2,0.1,322.64,0.18,58.08
1578,2025-10-02,Ester Moraes,Costa de Nogueira,PR,Informática,Boleto,7494.89,2,0.1,13490.81,0.18,2428.35
1579,2025-08-08,Lorenzo Lima,Vieira,PE,Serviços,Boleto,478.07,4,0.05,1816.67,0.18,327.0
1580,2025-07-22,Ana Cecília Silva,da Cunha,GO,Eletrônicos,Dinheiro,351.75,1,0.1,316.58,0.18,56.98
1581,2025-12-04,Dr. Levi Novais,Novaes,PR,Informática,PIX,1108.04,4,0.0,4432.17,0.18,797.79
1582,2025-11-29,Gustavo da Cunha,Novaes,MG,Informática,Cartão,800.01,1,0.0,800.01,0.12,96.0
1583,2025-08-30,Marcela Ramos,Gonçalves,PR,Eletrônicos,Boleto,1079.51,5,0.0,5397.54,0.12,647.7
1584,2025-12-09,Fernanda Rios,Sá,MG,Eletrônicos,Cartão,3216.65,3,0.05,9167.44,0.12,1100.09
1585,2025-12-29,Sr. Vitor Nascimento,Borges,BA,Acessórios,Cartão,187.37,2,0.0,374.75,0.18,67.45
1586,2025-12-17,Matteo Rocha,Ramos,SP,Eletrônicos,Dinheiro,1013.44,5,0.0,5067.2,0.18,912.1
1587,2025-10-25,Nicolas Pacheco,Guerra Verde,SC,Acessórios,PIX,429.12,5,0.1,1931.02,0.18,347.58
1588,2025-09-30,Zoe Barros,Viana de Pimenta,SC,Informática,Cartão,5415.08,4,0.0,21660.3,0.18,3898.85
1589,2025-10-28,Clara Santos,Cirino,PR,Acessórios,PIX,58.65,2,0.0,117.3,0.18,21.11
1590,2025-12-30,Maria Cecília Andrade,Silva do Sul,PR,Informática,Boleto,976.55,4,0.05,3710.89,0.12,445.31
1591,2025-07-18,Maria Flor Duarte,Mendonça,PR,Informática,Boleto,6163.73,2,0.1,11094.71,0.07,776.63
1592,2025-11-11,Danilo da Costa,Marques,PR,Eletrônicos,Cartão,2448.37,3,0.0,7345.1,0.18,1322.12
1593,2025-07-21,Gabrielly da Paz,Garcia de Goiás,RJ,Eletrônicos,Cartão,2016.11,5,0.1,9072.48,0.07,635.07
1594,2025-08-18,Ana Júlia Caldeira,Novaes de Costa,SC,Serviços,Dinheiro,486.77,4,0.1,1752.38,0.12,210.29
1595,2025-09-04,Aurora Marques,Nunes de Barros,SP,Informática,Cartão,3980.47,2,0.0,7960.93,0.18,1432.97
1596,2025-11-11,Ana Sophia Sá,Duarte do Campo,PR,Eletrônicos,Cartão,3337.86,2,0.0,6675.71,0.18,1201.63
1597,2025-11-20,Agatha Ferreira,da Costa,GO,Acessórios,Cartão,80.68,4,0.0,322.74,0.12,38.73
1598,2025-09-11,Sra. Stella Farias,Rezende,RS,Informática,Cartão,476.59,2,0.1,857.85,0.12,102.94
1599,2025-12-26,Sra. Mariana Sá,Castro do Campo,MG,Eletrônicos,Boleto,4468.57,4,0.1,16086.85,0.18,2895.63
1600,2025-12-25,Isabel Cavalcante,Azevedo da Praia,SC,Eletrônicos,Boleto,888.08,2,0.0,1776.16,0.07,124.33
1601,2025-09-24,Luiz Gustavo Barros,Barbosa,PR,Informática,Boleto,2936.29,5,0.0,14681.47,0.18,2642.66
1602,2025-09-22,Lorenzo Melo,Martins de Vargas,CE,Serviços,Cartão,209.87,3,0.15,535.18,0.12,64.22
1603,2025-10-04,José Pedro Fogaça,Novais do Campo,SP,Eletrônicos,Dinheiro,1417.04,2,0.1,2550.67,0.18,459.12
1604,2025-10-01,Luan Ramos,Cavalcante,BA,Eletrônicos,Boleto,4449.1,5,0.1,20020.95,0.12,2402.51
1605,2025-09-29,Cecília Vasconcelos,Costela de Viana,MG,Eletrônicos,Dinheiro,2428.98,5,0.0,12144.89,0.18,2186.08
1606,2025-09-04,Esther Viana,Castro,GO,Acessórios,PIX,108.58,2,0.0,217.15,0.12,26.06
1607,2025-11-21,João Pedro Azevedo,Machado das Flores,CE,Informática,Dinheiro,3096.85,5,0.1,13935.84,0.18,2508.45
1608,2025-10-05,Lucas da Cunha,Casa Grande da Serra,PR,Informática,Dinheiro,4407.92,5,0.1,19835.64,0.18,3570.41
1609,2025-10-07,Kaique Nascimento,Correia de Alves,GO,Informática,Dinheiro,2523.4,2,0.0,5046.8,0.07,353.28
1610,2026-01-11,Dr. Ryan Mendes,Dias,MG,Serviços,PIX,131.42,1,0.0,131.42,0.18,23.66
1611,2025-09-11,Sabrina Cassiano,Lima do Amparo,RJ,Eletrônicos,Cartão,3942.62,2,0.05,7490.97,0.07,524.37
1612,2025-08-06,Arthur Silva,Vasconcelos,RS,Serviços,Dinheiro,328.58,3,0.0,985.73,0.12,118.29
1613,2025-09-02,Matheus da Conceição,Caldeira do Galho,PR,Acessórios,PIX,203.82,2,0.0,407.65,0.18,73.38
1614,2025-11-06,Laura Pinto,Novaes,PR,Informática,PIX,3198.14,4,0.0,12792.55,0.12,1535.11
1615,2025-10-22,Luiz Otávio Borges,Macedo,GO,Acessórios,Boleto,84.46,3,0.0,253.39,0.12,30.41
1616,2025-12-15,Théo Cavalcanti,Pimenta de Minas,CE,Serviços,Cartão,573.93,1,0.0,573.93,0.18,103.31
1617,2025-10-24,Ana Lívia Jesus,Cavalcanti,RJ,Informática,Cartão,1410.38,5,0.0,7051.89,0.18,1269.34
1618,2025-12-14,Bernardo Almeida,da Costa,RJ,Eletrônicos,Cartão,4477.04,4,0.1,16117.35,0.18,2901.12
1619,2026-01-09,Liz Sales,Freitas de Lopes,GO,Informática,Cartão,3367.29,3,0.0,10101.88,0.18,1818.34
1620,2025-12-06,Caio Caldeira,Teixeira de Cavalcante,CE,Acessórios,Boleto,293.91,3,0.0,881.73,0.18,158.71
1621,2025-12-16,Ana Beatriz Cirino,Azevedo,RJ,Informática,Dinheiro,6896.47,4,0.1,24827.28,0.18,4468.91
1622,2025-12-20,Larissa Machado,Nascimento,SP,Acessórios,Cartão,450.0,1,0.0,450.0,0.07,31.5
1623,2025-10-01,Eloah Cardoso,das Neves,SC,Acessórios,Boleto,277.76,1,0.0,277.76,0.18,50.0
1624,2025-09-28,Léo Lopes,da Paz,RS,Eletrônicos,Boleto,4217.31,1,0.0,4217.31,0.18,759.12
1625,2025-10-19,Davi Luiz Camargo,Silva,RJ,Eletrônicos,Boleto,1303.02,4,0.0,5212.08,0.07,364.85
1626,2025-08-12,Ravi Lucca Fernandes,Jesus Verde,GO,Eletrônicos,Dinheiro,2057.97,4,0.0,8231.87,0.18,1481.74
1627,2025-10-03,Maria Correia,Montenegro,SC,Eletrônicos,Cartão,4153.93,1,0.1,3738.53,0.12,448.62
1628,2025-09-25,Raul Vasconcelos,Albuquerque,RS,Acessórios,Boleto,228.61,2,0.05,434.36,0.18,78.18
1629,2025-10-17,Rhavi da Costa,Sousa do Sul,SP,Eletrônicos,Boleto,3307.14,5,0.0,16535.69,0.18,2976.42
1630,2025-10-18,Igor Albuquerque,Melo,PE,Informática,PIX,6031.81,5,0.0,30159.06,0.18,5428.63
1631,2025-08-04,Brenda Pacheco,Sales das Flores,SP,Acessórios,PIX,79.15,2,0.0,158.31,0.18,28.49
1632,2025-09-23,Sr. Raul Peixoto,da Cunha de Vieira,MG,Informática,Boleto,323.8,4,0.05,1230.43,0.18,221.48
1633,2025-10-22,Theo Sousa,Azevedo,BA,Acessórios,Boleto,36.41,1,0.0,36.41,0.07,2.55
1634,2025-12-09,Luana Cavalcante,da Luz do Galho,CE,Informática,Dinheiro,741.45,1,0.0,741.45,0.07,51.9
1635,2025-12-15,Rael Jesus,Marques Verde,MG,Acessórios,Dinheiro,210.14,4,0.0,840.55,0.07,58.84
1636,2025-10-01,Ana Clara Machado,Silveira do Campo,RS,Eletrônicos,Boleto,3634.32,5,0.0,18171.62,0.12,2180.59
1637,2025-08-05,Maria Eduarda da Costa,da Mota,RJ,Eletrônicos,Dinheiro,3104.01,4,0.05,11795.26,0.18,2123.15
1638,2025-11-10,Rodrigo Almeida,Teixeira,GO,Informática,Dinheiro,4350.59,2,0.0,8701.18,0.07,609.08
1639,2025-07-23,Dr. Ravi Machado,Sales Paulista,PE,Informática,Boleto,3180.34,2,0.05,6042.65,0.18,1087.68
1640,2025-11-30,Eloah Cardoso,Sampaio,BA,Informática,Cartão,1728.51,4,0.15,5876.92,0.07,411.38
1641,2025-12-12,Ryan Sousa,Novais,RS,Informática,Boleto,4635.11,5,0.1,20857.99,0.12,2502.96
1642,2025-08-23,Heloisa da Conceição,Macedo de Freitas,RJ,Acessórios,Boleto,441.22,1,0.0,441.22,0.18,79.42
1643,2025-12-02,Valentina Garcia,Abreu,CE,Eletrônicos,Dinheiro,3093.65,2,0.1,5568.58,0.18,1002.34
1644,2025-09-23,Amanda Pereira,Farias,SC,Eletrônicos,PIX,899.13,3,0.0,2697.39,0.18,485.53
1645,2025-09-17,Gabrielly Cassiano,Brito,PR,Acessórios,Cartão,300.03,4,0.0,1200.11,0.12,144.01
1646,2025-09-09,Enzo Gabriel Sampaio,Pastor Grande,SC,Serviços,Dinheiro,238.31,4,0.1,857.91,0.07,60.05
1647,2025-08-31,Guilherme Souza,Câmara,RS,Eletrônicos,Dinheiro,1252.78,5,0.05,5950.68,0.18,1071.12
1648,2025-08-24,Sarah Andrade,Sá das Pedras,BA,Serviços,PIX,526.33,1,0.05,500.01,0.12,60.0
1649,2025-09-23,Mathias Moura,Azevedo,RJ,Eletrônicos,PIX,3911.07,4,0.0,15644.26,0.12,1877.31
1650,2025-08-30,Leonardo Moreira,Moura das Flores,MG,Informática,Boleto,5511.09,1,0.0,5511.09,0.18,992.0
1651,2025-09-15,Pedro Miguel Araújo,Leão,RS,Serviços,Boleto,587.73,5,0.0,2938.66,0.12,352.64
1652,2025-08-31,Ayla Aparecida,da Paz de Pastor,RS,Informática,Boleto,5097.73,3,0.0,15293.19,0.18,2752.77
1653,2025-08-22,Emanuella Melo,Moura,RS,Informática,Cartão,3591.29,5,0.0,17956.45,0.07,1256.95
1654,2025-11-27,Leonardo Novais,Machado de Goiás,SP,Acessórios,Boleto,473.68,5,0.05,2249.97,0.07,157.5
1655,2025-09-12,Isabella da Conceição,Monteiro,RS,Eletrônicos,Dinheiro,407.47,1,0.0,407.47,0.12,48.9
1656,2025-12-22,Murilo Sales,da Paz,RJ,Serviços,Cartão,477.43,2,0.0,954.86,0.18,171.87
1657,2025-11-21,Sara Santos,da Mata,PR,Acessórios,Boleto,165.67,3,0.15,422.46,0.12,50.7
1658,2025-11-23,Cecília Ferreira,Gomes de Mendes,CE,Informática,Boleto,699.06,3,0.05,1992.32,0.18,358.62
1659,2025-09-14,Davi Lucca Barros,Fogaça,RJ,Informática,Cartão,6643.42,5,0.0,33217.08,0.07,2325.2
1660,2025-12-14,Vinicius Lopes,Rios,BA,Eletrônicos,Dinheiro,2316.97,2,0.0,4633.93,0.18,834.11
1661,2025-08-12,Lorenzo da Conceição,Brito,SP,Acessórios,Boleto,33.92,5,0.05,161.1,0.12,19.33
1662,2025-07-24,Sophie Machado,Pereira da Praia,RJ,Eletrônicos,Dinheiro,3611.2,3,0.05,10291.93,0.12,1235.03
1663,2025-12-13,Sr. Paulo Teixeira,Rodrigues,RJ,Acessórios,Boleto,306.39,5,0.0,1531.93,0.18,275.75
1664,2025-09-30,Catarina Sampaio,Oliveira Paulista,SP,Informática,Boleto,2171.99,5,0.0,10859.97,0.07,760.2
1665,2025-09-18,Catarina Silveira,Mendonça do Oeste,MG,Eletrônicos,Dinheiro,1140.7,4,0.0,4562.79,0.18,821.3
1666,2025-09-16,Luara Rezende,Nascimento,RS,Serviços,Dinheiro,471.95,1,0.0,471.95,0.18,84.95
1667,2025-09-19,Ágatha Andrade,Cardoso Grande,SP,Eletrônicos,Cartão,3432.88,3,0.15,8753.84,0.07,612.77
1668,2025-07-22,Anthony Gabriel Brito,Melo do Campo,PE,Eletrônicos,PIX,2017.79,4,0.0,8071.16,0.12,968.54
1669,2025-08-28,Dra. Helena Aragão,Rezende de Rios,PE,Informática,PIX,6144.29,5,0.1,27649.32,0.12,3317.92
1670,2025-10-01,Heitor Fogaça,Ramos de Minas,PR,Eletrônicos,Cartão,4069.05,2,0.0,8138.1,0.18,1464.86
1671,2025-09-16,Ana Laura Mendonça,Mendonça,PE,Informática,Boleto,196.64,5,0.0,983.21,0.12,117.99
1672,2025-11-10,Bruna Machado,Barros de Fonseca,PR,Informática,PIX,7985.85,5,0.0,39929.27,0.12,4791.51
1673,2025-08-30,Luan Silva,Leão,MG,Acessórios,PIX,478.22,5,0.1,2151.97,0.12,258.24
1674,2025-10-20,Sr. Theo Cardoso,das Neves do Oeste,BA,Informática,Boleto,4208.57,5,0.15,17886.4,0.18,3219.55
1675,2025-07-28,Sophia Oliveira,Abreu,PE,Eletrônicos,Dinheiro,2915.05,5,0.0,14575.25,0.18,2623.54
1676,2025-10-13,Guilherme Marques,Andrade,SC,Eletrônicos,Cartão,3744.1,3,0.05,10670.69,0.12,1280.48
1677,2025-08-05,Ana Luiza Pimenta,Duarte,RJ,Informática,Cartão,2945.69,5,0.1,13255.62,0.12,1590.67
1678,2025-10-17,Isadora Fogaça,da Costa de Cardoso,SP,Eletrônicos,Boleto,2128.21,5,0.1,9576.93,0.18,1723.85
1679,2025-10-08,Srta. Brenda Camargo,Fogaça,BA,Acessórios,PIX,482.33,3,0.15,1229.94,0.12,147.59
1680,2025-08-21,Antônio Sampaio,Sampaio,PR,Serviços,Dinheiro,748.42,2,0.0,1496.84,0.18,269.43
1681,2025-10-22,Dr. Benjamim Souza,Rezende de Minas,CE,Eletrônicos,Dinheiro,1022.16,3,0.0,3066.47,0.18,551.96
1682,2025-10-08,Srta. Emanuelly Nogueira,Carvalho Verde,BA,Informática,Boleto,1932.2,1,0.0,1932.2,0.12,231.86
1683,2025-09-13,Davi Lucca Moraes,Moreira da Praia,SP,Eletrônicos,Boleto,1115.44,1,0.0,1115.44,0.12,133.85
1684,2025-12-23,Arthur Gabriel Borges,Machado da Prata,RS,Informática,Dinheiro,3240.26,5,0.1,14581.16,0.12,1749.74
1685,2025-12-09,Maitê Viana,da Mata de Sousa,MG,Serviços,Cartão,533.15,4,0.05,2025.99,0.18,364.68
1686,2025-08-02,Diogo Casa Grande,Sousa das Pedras,RS,Informática,Dinheiro,4176.5,4,0.0,16705.99,0.07,1169.42
1687,2025-09-24,Luiza Silveira,Silveira da Praia,SP,Acessórios,Cartão,21.93,5,0.0,109.66,0.18,19.74
1688,2025-12-03,Vitor Hugo Viana,Leão,PE,Informática,PIX,3473.82,3,0.1,9379.32,0.12,1125.52
1689,2025-11-19,Samuel Guerra,Mendonça,PE,Acessórios,PIX,131.09,5,0.05,622.68,0.18,112.08
1690,2025-11-28,Arthur Gabriel Fogaça,Cunha,CE,Eletrônicos,Boleto,2854.38,1,0.0,2854.38,0.18,513.79
1691,2025-11-27,Mariane Rios,Borges da Mata,RJ,Eletrônicos,Cartão,4254.99,2,0.0,8509.99,0.18,1531.8
1692,2025-09-24,Bento Mendonça,Abreu de Macedo,SP,Acessórios,PIX,29.96,3,0.0,89.88,0.12,10.79
1693,2025-11-20,Liam Souza,da Rocha,RJ,Eletrônicos,Dinheiro,3997.57,4,0.0,15990.27,0.18,2878.25
1694,2025-12-22,João Miguel Fernandes,Nunes dos Dourados,RJ,Acessórios,Dinheiro,489.97,1,0.1,440.98,0.12,52.92
1695,2025-11-23,Maria Laura Albuquerque,Fogaça das Pedras,MG,Acessórios,Boleto,433.91,4,0.05,1648.84,0.18,296.79
1696,2025-12-16,Dr. Enrico Cardoso,Mendes,SC,Eletrônicos,PIX,4804.78,2,0.0,9609.56,0.18,1729.72
1697,2025-11-19,Luana Sousa,da Conceição da Praia,RJ,Eletrônicos,Dinheiro,4358.79,4,0.05,16563.41,0.12,1987.61
1698,2025-08-02,Oliver Carvalho,Cavalcante,CE,Eletrônicos,Dinheiro,4511.64,4,0.0,18046.57,0.07,1263.26
1699,2025-10-25,Luiz Felipe da Paz,Gonçalves dos Dourados,SC,Eletrônicos,PIX,1084.07,5,0.0,5420.33,0.18,975.66
1700,2025-11-26,Manuella da Cruz,Sá do Galho,RS,Informática,PIX,5820.09,2,0.0,11640.18,0.18,2095.23
1701,2025-10-20,Lavínia Melo,Guerra do Norte,PE,Acessórios,Boleto,240.7,5,0.0,1203.51,0.07,84.25
1702,2025-08-31,Giovanna Siqueira,Pires,PE,Acessórios,Boleto,445.3,2,0.0,890.61,0.18,160.31
1703,2025-08-31,Murilo Melo,Carvalho,GO,Eletrônicos,PIX,704.57,1,0.0,704.57,0.07,49.32
1704,2025-10-01,Maria Sophia Fogaça,Caldeira,RJ,Acessórios,Cartão,359.83,3,0.05,1025.52,0.12,123.06
1705,2025-09-26,Melina Cunha,Oliveira da Serra,MG,Acessórios,Cartão,466.51,4,0.0,1866.03,0.12,223.92
1706,2025-08-19,Natália Sales,das Neves,PR,Eletrônicos,Boleto,3338.93,5,0.0,16694.65,0.12,2003.36
1707,2025-09-08,Theodoro Cassiano,Camargo,PE,Acessórios,Cartão,30.73,5,0.05,145.95,0.18,26.27
1708,2025-11-22,Yan Mendonça,Silva dos Dourados,SP,Eletrônicos,Cartão,4504.41,2,0.05,8558.37,0.12,1027.0
1709,2025-11-13,Sra. Eduarda Almeida,Abreu,CE,Informática,Dinheiro,2676.35,5,0.0,13381.73,0.18,2408.71
1710,2025-12-07,Felipe Lopes,Caldeira,GO,Informática,PIX,539.46,1,0.0,539.46,0.12,64.74
1711,2025-10-19,Mathias Lopes,Sousa do Oeste,RS,Acessórios,PIX,210.35,4,0.05,799.33,0.18,143.88
1712,2025-12-04,Luiz Fernando Rezende,Dias,PE,Eletrônicos,Cartão,748.61,3,0.0,2245.84,0.12,269.5
1713,2025-07-27,Gael Henrique Pastor,Barbosa da Serra,RJ,Eletrônicos,Cartão,1208.25,4,0.0,4833.02,0.18,869.94
1714,2025-10-23,Yago Araújo,da Mota do Norte,SC,Informática,Dinheiro,4374.2,2,0.0,8748.41,0.12,1049.81
1715,2025-12-18,Benjamin Siqueira,Caldeira do Campo,MG,Serviços,PIX,506.55,5,0.05,2406.1,0.12,288.73
1716,2025-07-27,Ester Guerra,Macedo,PE,Informática,Cartão,3972.35,4,0.0,15889.39,0.07,1112.26
1717,2025-08-14,Dr. Théo Andrade,Campos,RS,Informática,PIX,3519.3,5,0.0,17596.52,0.18,3167.37
1718,2025-10-23,Erick Ferreira,Cirino,MG,Acessórios,PIX,37.91,3,0.05,108.05,0.12,12.97
1719,2025-12-22,Manuela Ramos,Nunes,SP,Serviços,Boleto,417.42,2,0.0,834.84,0.18,150.27
1720,2026-01-12,Sra. Isis Lopes,Marques Paulista,RJ,Informática,PIX,3778.51,1,0.0,3778.51,0.18,680.13
1721,2025-11-14,Maria Laura Ramos,Moreira de Fogaça,RS,Informática,Cartão,4755.15,3,0.0,14265.44,0.07,998.58
1722,2025-09-26,Maria Helena Pinto,Cirino da Serra,MG,Acessórios,Cartão,453.79,3,0.0,1361.36,0.18,245.05
1723,2025-08-19,Maria Luísa Pastor,Nascimento da Serra,GO,Eletrônicos,Boleto,784.83,3,0.0,2354.48,0.12,282.54
